meal_description,carb,fat,energy,protein,country,serving_type
"For lunch, I'm having 7.9g of chicken blood, 14.9g of brown sugar, and 12.9g of common peaches. I also have 9.3g of dried vegetable powder, 0.2g of ground garlic with salt, and 12.8g of globe tomato. Additionally, I've got 7.8g of onions, 30.0g of potatoes, a touch of 0.6g of iodised salt, 0.7g of refined soya bean oil, and I'm sipping on 150.1g of unbottled water.",39.64,12.34,279.0,3.76,PER,metric
"This morning, I ate 2.9 grams of apples with 6.8 grams of brown sugar, plus 8.6 grams of dried vegetable powder. I also included 3.7 grams of white quinoa and 125.5 grams of water.",15.97,0.26,67.0,1.01,PER,metric
"I started my day with 2.6 grams of brown sugar, 5.8 grams of evaporated milk, and 1.5 grams of a flour mix made from various grains. I washed it down with 39.3 grams of water and had 4 grams of white wheat bread.",6.879999999999999,0.5,34.0,0.8400000000000001,PER,metric
"For lunch, I am having 10.9g of fresh cow, ox, or bull meat, 1.1g of crushed garlic, 5.7g of onions, 1.4g of sun-dried chinese capiscum peppers, 7.2g of raw rice, 0.7g of salt, 0.7g of refined soya-bean oil, 2g of tomatoes, and 139.2g of unbottled water.",7.420000000000001,1.04,51.0,3.0,PER,metric
"For breakfast, I made 20.8 grams of dried durum pasta with 0.1g of flavour enhancer, mixed in 7.4g of hen eggs, and added 0.6g of iodised salt, washing it down with 253.4g of unbottled water.",15.94,0.83,86.0,3.7,PER,metric
"For my snack, I had 146 grams of apples, 102 grams of a banana, and I drank 170 grams of unsweetened evaporated milk along with 164 grams of water.",61.82000000000001,13.3,398.0,12.18,PER,metric
"For breakfast, I had 9.6g of brown sugar mixed with 170g of evaporated milk and 1g of carrots, along with 0g of culantro leaves, 2.5g of garden peas, 1.8g of garlic (without peel), 8.2g of rolled oats, 1g of onions, 37.2g of potatoes, 155.8g of polished rice (raw, no heat treatment), 2.3g of iodised and fluoridated salt, 1.5g of refined soya bean oil, 1.7g of tomatoes, and I also had 405.6g of unbottled water.",162.22,15.73,901.0,25.22,PER,metric
"For lunch, I am having 0.9g of broad beans, 18.0g of milk based follow on formula, 0.1g of potatoes, 1.7g of pumpkins, and 115.3g of unbottled water.",10.94,3.83,88.0,2.81,PER,metric
"For lunch, I'm having 2.5g of apples, 19.3g of dry beans, 2.4g of brown sugar, 5.7g of canned mackerel in vegetable oil, 7.9g of carrots, 0.1g of garlic (without peel), 0.9g of lemon juice, 9.1g of onions, 0.1g of quinoa grain, 23.4g of polished rice grain, 2.5g of iodised and fluoridated salt, 1.4g of refined soya bean oil, 80.4g of unbottled water, and 1.5g of white wheat flour.",35.63,2.6,196.0,7.809999999999999,PER,metric
"For lunch, I’m having 5.6g of brown sugar, 0.7g of roasted coffee beans, 68g of common wheat grain without husks, 6.3g of garden peas, 0.3g of garlic without peel, 0.9g of iodised and fluoridated salt, 243.7g of unbottled water, and 1.5g of blended vegetable fats and oils.",61.63,2.68,303.0,7.18,PER,metric
"For my breakfast, I mixed 40g of follow-on formula powder with 0.7g of ground garlic and 54.5g of polished raw rice. I added 0.3g of iodized salt, 0.4g of refined soybean oil, and had 35.6g of black table olives, along with 518.1g of unbottled water.",67.41999999999999,18.77,478.0,10.6,PER,metric
I have 10g of refined white wheat bread for my breakfast.,6.29,0.02,28.0,0.84,PER,metric
"For a snack, I had 195.8g of a common banana, 360g of semi-skimmed milk, and a drizzle of 18g of honey. I also enjoyed 40.0g of popcorn, 14.0g of fried potatoes, 13.0g of fried sweet potatoes, and some refreshing watermelon at 115.6g. To wash it down, I had 456.0g of unbottled water.",158.12,32.57,1003.0,26.96,PER,metric
"For a snack, I had 22.2g of fresh chicken wings (22.2g of chicken fresh meat, wing) with 4g of a Berliner doughnut (4.0g of doughnuts-berliner). I also had some granadilla juice, which was about 1g (1.0g of fruit juices from granadillas), along with 0.1g of garlic without the peel (0.1g of garlic, w/o peel). I added a sprinkle of salt (0.1g of iodised and fluoridated salt) and drizzled a bit of refined soya bean oil (0.2g of soya bean oil, refined) on top. For carbs, I had 5.5g of raw rice (5.5g of rice grain) and a bit of white bread (2.0g of wheat bread and rolls, white). To wash it down, I enjoyed 10.0g of unbottled water (10.0g of unbottled water). I also had 0.0g of brown sugar just for a hint of sweetness.",8.399999999999999,1.08,68.0,6.959999999999999,PER,metric
"For breakfast, I’m eating 5.2g of brown sugar, along with 7g of rolled grains cereal, 16.1g of evaporated milk, an egg yolk that weighs 18g, and 39.7g of water.",11.58,6.77,131.0,4.6,PER,metric
"For dinner, I prepared 29.6g of chicken breast, along with 30g of fried potatoes, and I’m having 145g of unbottled water.",15.12,12.32,202.0,7.33,PER,metric
"For lunch, I had 5.1g of carrots, 23.6g of fresh chicken breast, and 0.6g of culantro leaves. I also included 7.6g of French beans, 8.3g of garden peas, and 0.4g of garlic. Additionally, I enjoyed 4.0g of lettuces, 5.8g of onions, and 3.0g of radishes. I had a side of 33.4g of raw rice along with a pinch of 0.5g of iodised salt and 0.5g of refined soya bean oil. To round off the meal, there were 0.3g of spinaches, 4.0g of sweet limes, and 1.5g of sweet peppers thrown in. Oh, I also added 10.0g of tomatoes with the peel, and I made sure to hydrate with 88.0g of unbottled water and topped everything off with 1.0g of white cabbage.",30.99,1.58,171.0,7.639999999999997,PER,metric
"I’m snacking on 4.4 grams of brown sugar, 52.4 grams of banana, 683 grams of semi-skimmed milk, 22.4 grams of soybeans, and drinking 592.2 grams of water.",109.33,45.370000000000005,1010.0,44.0,PER,metric
"For lunch, I had 7.4g of broccoli, 19.8g of brown sugar, and 11.7g of carrots along with 34.7g of fresh chicken leg and 5.4g of chicken liver. I also enjoyed 14.0g of dried durum pasta, a sprinkle of 1.3g of iodised salt, and 0.5g of refined soya bean oil. I tossed in 0.8g of garden peas, 0.1g of garlic (without the peel), and 2.8g of hen eggs for extra protein. On the side, I had some juicy flavors with 10.3g of lemon juice, 0.9g of onions, and 13.2g of tomatoes. I added 57.4g of potatoes, 6.0g of pumpkins, and 9.3g of rice grain, all raw with no heat treatment. For a touch of sweetness, there was 1.5g of white sweet corn. I made sure to stay hydrated with 335.1g of unbottled water.",54.59,2.5499999999999994,290.0,12.33,PER,metric
"For lunch, I'm having 5.5g of carrots, 23.1g of fresh chicken leg, 5.5g of garden peas, and 1.7g of lemon juice. I also have 26g of lettuce, 13.7g of onions, and 139.7g of raw rice. To season, there's 1.8g of iodized salt, and I've added 17.7g of spinach, 1.6g of edible sunflower seed oil, and 5.5g of raw sweet corn. I’m finishing it off with 3.3g of sweet peppers and 145g of unbottled water.",116.94,3.67,572.0,14.8,PER,metric
"For dinner, I am having 12.1g of beetroot, 4.8g of brown sugar, 12.7g of carrots, 22.1g of fresh beef, 0.1g of crushed garlic without the peel, 0.5g of crushed garlic,  0.5g of boiled sundried crushed peppers, 15.9g of uncooked rice, 0.89g of salt, 2.0g of soya bean oil, and 89.9g of unbottled water.",19.73,2.54,126.0,5.989999999999999,PER,metric
"For a snack, I'm having 65g of milk-based follow-on formula powder and 402g of unbottled water.",36.400000000000006,10.66,279.0,9.81,PER,metric
"For lunch, I have 35.8g of fresh chicken breast, 11g of brown sugar, and 165.7g of unbottled water. I also added 6.8g of potatoes, 3g of garden peas, 0.4g of onions, and 0.1g of garlic. I seasoned it with 20.4g of raw rice and 1.1g of refined soy bean oil, along with 0.3g of iodized salt.",28.98,2.31,174.0,8.479999999999999,PER,metric
"For a snack, I’m having 4g of sweet plain biscuits, 9g of brown sugar, 12.2g of canned tuna in vegetable oil, 106.8g of common banana, 9g of crackers and breadsticks, 330g of milk-based follow-on formula, 5.1g of lemon juice, 6.2g of white onions, 0.5g of iodised and fluoridated salt, 432g of unbottled water, and 7g of popped wheat.",98.69999999999996,22.42,664.0,18.7,PER,metric
"For lunch, I am having 12.5g of brown sugar, 49.0g of fried eggs, 5.6g of dried lentils, 3.6g of onions, 9.6g of potatoes, 32.8g of raw polished rice, 1.29g of salt, 1.7g of soya bean oil, 1.2g of tomatoes with the peel, and 202.7g of unbottled water.",44.64,6.74,290.0,11.7,PER,metric
"I made a lunch with 1.5g of carrots and 0.8g of celery alongside 11.9g of dried durum pasta. I included 0.5g of crushed garlic and 10.2g of potatoes without the peel, plus 10.2g of pumpkin. I used 1.5g of iodized salt and 0.2g of refined soya bean oil, washing it down with 91.4g of unbottled water.",12.61,0.29,60.0,1.4300000000000002,PER,metric
I'm eating 33.8g of bonito and sipping on 130g of unbottled water for dinner.,0.0,1.42,47.0,7.91,PER,metric
"For breakfast, I prepared 6 grams of cocoa powder, mixed it with 94.9 grams of evaporated milk, and added 16 grams of uncured cheese. I also have 75 grams of water and 29 grams of white bread on the side.",32.18,10.99,273.0,11.999999999999998,PER,metric
"I had a mix for a snack that included 26.6g of brown sugar, 33g of banana, 27.5g of peaches, and 19.9g of dried prunes. I also added 3.9g of maize starch, 14.9g of pineapples, and drank 160.2g of unbottled water.",54.790000000000006,0.3,211.0,1.01,PER,metric
"For breakfast, I'm having 1.1 grams of dried durum pasta, along with 0.8 grams of oat rolled grains and 2.1 grams of white sugar. I also have 60 grams of unbottled water on the side. Oh, and I've got a sprinkle of garlic (0.0 grams) for flavor, but it's just a tiny bit, and I'm skipping the salt (0.0 grams) today.",3.48,0.06,15.0,0.2,PER,metric
"For my snack, I’ve got 4.8 grams of brown sugar, 3 grams of lemon juice, and 3.8 grams of maize starch. I'm munching on 3 grams of potato crisps and sipping 265 grams of unbottled water.",10.2,0.88,49.0,0.1699999999999999,PER,metric
"For breakfast, I'm having 15.7g of brown sugar, 18.5g of fried eggs, 28.7g of potatoes, and 7.6g of processed oat-based flakes, along with 133.5g of unbottled water.",27.21,2.44,148.0,4.38,PER,metric
"For lunch, I have 12.3g of brown sugar, 41.5g of carrots, and 17g of celeries. I'm also including a chicken carcass weighing 14.3g and 28g of chicken feet. I added 75.3g of fresh chicken leg meat, along with 63g of dried durum pasta. I also included 8.1g of garlic, 307.7g of potatoes, 45.7g of pumpkins, and 107.6g of rice grain. I seasoned everything with 14.1g of iodised salt, 1.9g of soy sauce, and 6.4g of refined soya bean oil. Finally, I used 1.3g of chicken stock cubes and added 1086.9g of unbottled water to complete the meal.",218.77,11.78,1169.0,43.41,PER,metric
"I started my day with 100 grams of fortified semi-skimmed milk, 45.7 grams of eggs, and 10 grams of maize flour. I also had a small piece of egg yolk sandwich bread weighing 4 grams and drank 236 grams of unbottled water.",23.22,10.82,243.0,12.83,PER,metric
"For a snack, I'm having 75g of common banana, 175g of unsweetened evaporated milk, 9.6g of table grapes, and 56g of unbottled water.",36.71,13.46,308.0,11.97,PER,metric
"For dinner, I had 4.2g of capsicum baccatum, 4.8g of carrots, and 3.8g of celeries. I also included 8.8g of fresh chicken meat, with the skin, and 38.8g of dried durum pasta. Additionally, I added 27.2g of fresh chicken meat (part nature: leg, with skin, fried), 13.2g of onions, 5.9g of dried peppers, 3.1g of pumpkins, 1.4g of iodised and fluoridated salt, 0.3g of chicken stock cubes, 233.3g of unbottled water, 0.5g of vegetable fats and oils (blended), 9.4g of vinegar, and finished it off with 136.4g of flavored soft drink, no fruit.",49.28,3.61,284.0,13.709999999999996,PER,metric
"I just snacked on 82.5g of banana with 26.1g of brown sugar and 19.6g of evaporated milk. I also had 43.1g of maize starch, 21.5g of papayas, and some unbottled water, around 469.7g.",85.69000000000001,1.76,355.0,2.54,PER,metric
"I had a simple breakfast with 2 grams of brown sugar, 66 grams of evaporated milk, 9 grams of rusk, and 62 grams of water.",14.98,5.53,133.0,5.4,PER,metric
"For dinner, I'm having 6g of brown sugar, 170g of semi-skimmed cow milk with added vitamins and minerals, and 155g of unbottled water.",27.25,10.2,237.0,9.18,PER,metric
"For lunch, I had 3.0g of carrots, 2.5g of celery, and 17.0g of fresh chicken breast. I also included 11.7g of dried durum pasta, 0.2g of garlic, 1.9g of leeks, and 39.9g of potatoes. On the side, I had 31.0g of pumpkin, 12.6g of raw rice, a sprinkle of 1.4g of iodised salt, a dash of 0.2g of refined soybean oil, and 1.9g of raw sweet corn. To drink, there was 188.5g of unbottled water.",31.520000000000007,1.07,161.0,6.31,PER,metric
"I’m snacking on 221 grams of cola and 340g of evaporated milk, along with 372g of a gelatine dessert I made at home, 41g of some deep-fried fish, and 322g of water.",112.04999999999998,28.3,892.0,48.34,PER,metric
"For a snack, I'm having 1.2g of brown sugar, 258.1g of semi-skimmed cow milk, and 377.9g of unbottled water, along with 18.6g of toasted white wheat flour.",48.55,15.71,396.0,15.410000000000002,PER,metric
"For lunch, I'm having 24g of fried bonito, 5.4g of brown sugar, and 11.1g of carrots. I also have 3.2g of ground culantro leaves, 13.7g of garden peas, and 2.8g of ground garlic. To go along with that, I've added 27.4g of fresh lemon juice, some chopped onions weighing 5.9g, and a generous serving of 62.4g of polished rice. I sprinkled in 1.6g of iodised salt and a splash of 1.3g of refined soybean oil. For some greens, there's 3.7g of fresh spinach and 10.7g of sweet corn. Of course, I’ve got 302.3g of unbottled water to keep me hydrated!",65.45,4.68,360.0,14.38,PER,metric
"I enjoyed 10 grams of white bread with 3.5 grams of brown sugar and 8.7 grams of oat rolled grains for breakfast, plus 65.8 grams of water.",15.89,0.43,74.0,2.03,PER,metric
"For dinner, I’ve got 18.4g of apples, 47.2g of brown sugar, and 3.4g of dried prunes. I'm including 1g of dried vegetable powder, 10.8g of evaporated milk, and 10.3g of pineapples. I’ll have 22.3g of raw rice and 106.6g of water to drink.",71.19,1.02,298.0,2.28,PER,metric
"This morning, I had 11.9g of tuna canned in vegetable oil, mixed with 27.9g of brown sugar, 123.4g of yellow cassava roots, and 18.4g of onions. I seasoned it with 1.5g of lemon juice and 0.2g of iodized salt, and I also had 213.2g of unbottled water.",77.85000000000001,2.73,349.0,4.14,PER,metric
"For a snack, I've got 122.2g of banana and 88.3g of oranges.",37.76,0.6699999999999999,146.0,1.63,PER,metric
"For a snack, I had 5.6g of brown sugar, 93.6g of common peaches, 125.0g of peach nectar, 41.9g of polished quinoa grain, 17.0g of black table olives ready for consumption, and 22.4g of semi-skimmed cow milk fortified with vitamins A, B6, B12, D, zinc, and omega-3 fatty acids. I also enjoyed 28.0g of white wheat bread and rolls, and I had a refreshing sip of 236.1g of unbottled water.",86.94999999999999,9.55,452.0,9.37,PER,metric
"For my snack, I ate 67.8g of apples with the skin, 83.3g of mango, and had a 48g flavored soft drink, along with 261g of unbottled water.",27.21,0.2,98.0,0.5700000000000001,PER,metric
"For lunch, I'm having 59.4g of hen eggs, 10.1g of dry lentils, and 5.6g of potatoes. I've also added 2.6g of brown sugar, 0.1g of garlic, 1.1g of onions, a bit of salt (0.5g of iodised and fluoridated salt), 5.4g of rice grain (raw, no heat treatment), 0.5g of refined soya bean oil, 3.3g of tomatoes, and I'm sipping on 120.3g of unbottled water.",15.599999999999998,5.659999999999999,159.0,10.799999999999995,PER,metric
